timestamp,meter_id,meter_value,panel_value,panel_meter_diff
46268,meter,8773.4,2796.8,-5976.6
46269,meter,8773.47,2796.94,-5976.53
46270,meter,8773.54,2797.07,-5976.47
46271,meter,8773.6,2797.21,-5976.39
46272,meter,8773.67,2797.34,-5976.33
46273,meter,8773.74,2797.47,-5976.27
46274,meter,8773.8,2797.61,-5976.19
46275,meter,8773.87,2797.74,-5976.13
46276,meter,8773.94,2797.88,-5976.06
46277,meter,8774.01,2798.01,-5976.0
46278,meter,8774.07,2798.15,-5975.92
46279,meter,8774.14,2798.28,-5975.86
46280,meter,8774.21,2798.42,-5975.79
46281,meter,8774.28,2798.55,-5975.73
46282,meter,8774.34,2798.68,-5975.66
46283,meter,8774.41,2798.82,-5975.59
46284,meter,8774.48,2798.95,-5975.53
46285,meter,8774.54,2799.09,-5975.45
46286,meter,8774.61,2799.22,-5975.39
46287,meter,8774.68,2799.36,-5975.32
46288,meter,8774.75,2799.49,-5975.26
46289,meter,8774.81,2799.62,-5975.19
46290,meter,8774.88,2799.76,-5975.12
46291,meter,8774.95,2799.89,-5975.06
46292,meter,8775.01,2800.03,-5974.98
46293,meter,8775.08,2800.16,-5974.92
46294,meter,8775.15,2800.3,-5974.85
46295,meter,8775.21,2800.43,-5974.78
46296,meter,8775.28,2800.56,-5974.72
46297,meter,8775.35,2800.7,-5974.65
46298,meter,8775.42,2800.83,-5974.59
46299,meter,8775.48,2800.97,-5974.51
46300,meter,8775.55,2801.1,-5974.45
46301,meter,8775.62,2801.23,-5974.39
46302,meter,8775.68,2801.37,-5974.31
46303,meter,8775.75,2801.5,-5974.25
46304,meter,8775.82,2801.64,-5974.18
46305,meter,8775.88,2801.77,-5974.11
46306,meter,8775.95,2801.9,-5974.05
46307,meter,8776.02,2802.04,-5973.98
46308,meter,8776.09,2802.17,-5973.92
46309,meter,8776.15,2802.31,-5973.84
46310,meter,8776.22,2802.44,-5973.78
46311,meter,8776.29,2802.57,-5973.72
46312,meter,8776.35,2802.71,-5973.64
46313,meter,8776.42,2802.84,-5973.58
46314,meter,8776.49,2802.97,-5973.52
46315,meter,8776.55,2803.11,-5973.44
46316,meter,8776.62,2803.24,-5973.38
46317,meter,8776.69,2803.38,-5973.31
46318,meter,8776.75,2803.51,-5973.24
46319,meter,8776.82,2803.64,-5973.18
46320,meter,8776.89,2803.78,-5973.11
46321,meter,8776.95,2803.91,-5973.04
46322,meter,8777.02,2804.04,-5972.98
46323,meter,8777.09,2804.18,-5972.91
46324,meter,8777.16,2804.31,-5972.85
46325,meter,8777.22,2804.44,-5972.78
46326,meter,8777.29,2804.58,-5972.71
46327,meter,8777.36,2804.71,-5972.65
46328,meter,8777.42,2804.84,-5972.58
46329,meter,8777.49,2804.98,-5972.51
46330,meter,8777.56,2805.11,-5972.45
46331,meter,8777.62,2805.24,-5972.38
46332,meter,8777.69,2805.38,-5972.31
46333,meter,8777.76,2805.51,-5972.25
46334,meter,8777.82,2805.64,-5972.18
46335,meter,8777.89,2805.78,-5972.11
46336,meter,8777.96,2805.91,-5972.05
46337,meter,8778.02,2806.04,-5971.98
46338,meter,8778.09,2806.18,-5971.91
46339,meter,8778.16,2806.31,-5971.85
46340,meter,8778.22,2806.44,-5971.78
46341,meter,8778.29,2806.58,-5971.71
46342,meter,8778.36,2806.71,-5971.65
46343,meter,8778.42,2806.84,-5971.58
46344,meter,8778.49,2806.98,-5971.51
46345,meter,8778.55,2807.11,-5971.44
46346,meter,8778.62,2807.24,-5971.38
46347,meter,8778.69,2807.38,-5971.31
46348,meter,8778.75,2807.51,-5971.24
46349,meter,8778.82,2807.64,-5971.18
46350,meter,8778.89,2807.78,-5971.11
46351,meter,8778.95,2807.91,-5971.04
46352,meter,8779.02,2808.04,-5970.98
46353,meter,8779.09,2808.17,-5970.92
46354,meter,8779.15,2808.31,-5970.84
46355,meter,8779.22,2808.44,-5970.78
46356,meter,8779.29,2808.57,-5970.72
46357,meter,8779.35,2808.71,-5970.64
46358,meter,8779.42,2808.84,-5970.58
46359,meter,8779.49,2808.97,-5970.52
46360,meter,8779.55,2809.1,-5970.45
46361,meter,8779.62,2809.24,-5970.38
46362,meter,8779.68,2809.37,-5970.31
46363,meter,8779.75,2809.5,-5970.25
46364,meter,8779.82,2809.64,-5970.18
46365,meter,8779.88,2809.77,-5970.11
46366,meter,8779.95,2809.9,-5970.05
46367,meter,8780.02,2810.03,-5969.99
46368,meter,8780.08,2810.17,-5969.91
46369,meter,8780.15,2810.3,-5969.85
46370,meter,8780.22,2810.43,-5969.79
46371,meter,8780.28,2810.56,-5969.72
46372,meter,8780.35,2810.7,-5969.65
46373,meter,8780.41,2810.83,-5969.58
46374,meter,8780.48,2810.96,-5969.52
46375,meter,8780.55,2811.09,-5969.46
46376,meter,8780.61,2811.23,-5969.38
46377,meter,8780.68,2811.36,-5969.32
46378,meter,8780.75,2811.49,-5969.26
46379,meter,8780.81,2811.62,-5969.19
46380,meter,8780.88,2811.76,-5969.12
46381,meter,8780.94,2811.89,-5969.05
46382,meter,8781.01,2812.02,-5968.99
46383,meter,8781.08,2812.15,-5968.93
46384,meter,8781.14,2812.29,-5968.85
46385,meter,8781.21,2812.42,-5968.79
46386,meter,8781.28,2812.55,-5968.73
46387,meter,8781.34,2812.68,-5968.66
46388,meter,8781.41,2812.81,-5968.6
46389,meter,8781.47,2812.95,-5968.52
46390,meter,8781.54,2813.08,-5968.46
46391,meter,8781.61,2813.21,-5968.4
46392,meter,8781.67,2813.34,-5968.33
46393,meter,8781.74,2813.48,-5968.26
46394,meter,8781.8,2813.61,-5968.19
46395,meter,8781.87,2813.74,-5968.13
46396,meter,8781.94,2813.87,-5968.07
46397,meter,8782.0,2814.0,-5968.0
46398,meter,8782.07,2814.14,-5967.93
46399,meter,8782.13,2814.27,-5967.86
46400,meter,8782.2,2814.4,-5967.8
46401,meter,8782.27,2814.53,-5967.74
46402,meter,8782.33,2814.66,-5967.67
46403,meter,8782.4,2814.8,-5967.6
46404,meter,8782.46,2814.93,-5967.53
46405,meter,8782.53,2815.06,-5967.47
46406,meter,8782.6,2815.19,-5967.41
46407,meter,8782.66,2815.32,-5967.34
46408,meter,8782.73,2815.46,-5967.27
46409,meter,8782.79,2815.59,-5967.2
46410,meter,8782.86,2815.72,-5967.14
46411,meter,8782.93,2815.85,-5967.08
46412,meter,8782.99,2815.98,-5967.01
46413,meter,8783.06,2816.11,-5966.95
46414,meter,8783.12,2816.25,-5966.87
46415,meter,8783.19,2816.38,-5966.81
46416,meter,8783.25,2816.51,-5966.74
46417,meter,8783.32,2816.64,-5966.68
46418,meter,8783.39,2816.77,-5966.62
46419,meter,8783.45,2816.9,-5966.55
46420,meter,8783.52,2817.04,-5966.48
46421,meter,8783.58,2817.17,-5966.41
46422,meter,8783.65,2817.3,-5966.35
46423,meter,8783.72,2817.43,-5966.29
46424,meter,8783.78,2817.56,-5966.22
46425,meter,8783.85,2817.69,-5966.16
46426,meter,8783.91,2817.83,-5966.08
46427,meter,8783.98,2817.96,-5966.02
46428,meter,8784.04,2818.09,-5965.95
46429,meter,8784.11,2818.22,-5965.89
46430,meter,8784.18,2818.35,-5965.83
46431,meter,8784.24,2818.48,-5965.76
46432,meter,8784.31,2818.61,-5965.7
46433,meter,8784.37,2818.75,-5965.62
46434,meter,8784.44,2818.88,-5965.56
46435,meter,8784.5,2819.01,-5965.49
46436,meter,8784.57,2819.14,-5965.43
46437,meter,8784.64,2819.27,-5965.37
46438,meter,8784.7,2819.4,-5965.3
46439,meter,8784.77,2819.53,-5965.24
46440,meter,8784.83,2819.66,-5965.17
46441,meter,8784.9,2819.8,-5965.1
46442,meter,8784.96,2819.93,-5965.03
46443,meter,8785.03,2820.06,-5964.97
46444,meter,8785.09,2820.19,-5964.9
46445,meter,8785.16,2820.32,-5964.84
46446,meter,8785.23,2820.45,-5964.78
46447,meter,8785.29,2820.58,-5964.71
46448,meter,8785.36,2820.71,-5964.65
46449,meter,8785.42,2820.84,-5964.58
46450,meter,8785.49,2820.97,-5964.52
46451,meter,8785.55,2821.11,-5964.44
46452,meter,8785.62,2821.24,-5964.38
46453,meter,8785.68,2821.37,-5964.31
46454,meter,8785.75,2821.5,-5964.25
46455,meter,8785.81,2821.63,-5964.18
46456,meter,8785.88,2821.76,-5964.12
46457,meter,8785.95,2821.89,-5964.06
46458,meter,8786.01,2822.02,-5963.99
46459,meter,8786.08,2822.15,-5963.93
46460,meter,8786.14,2822.28,-5963.86
46461,meter,8786.21,2822.41,-5963.8
46462,meter,8786.27,2822.55,-5963.72
46463,meter,8786.34,2822.68,-5963.66
46464,meter,8786.4,2822.81,-5963.59
46465,meter,8786.47,2822.94,-5963.53
46466,meter,8786.53,2823.07,-5963.46
46467,meter,8786.6,2823.2,-5963.4
46468,meter,8786.66,2823.33,-5963.33
46469,meter,8786.73,2823.46,-5963.27
46470,meter,8786.8,2823.59,-5963.21
46471,meter,8786.86,2823.72,-5963.14
46472,meter,8786.93,2823.85,-5963.08
46473,meter,8786.99,2823.98,-5963.01
46474,meter,8787.06,2824.11,-5962.95
46475,meter,8787.12,2824.24,-5962.88
46476,meter,8787.19,2824.37,-5962.82
46477,meter,8787.25,2824.5,-5962.75
46478,meter,8787.32,2824.64,-5962.68
46479,meter,8787.38,2824.77,-5962.61
46480,meter,8787.45,2824.9,-5962.55
46481,meter,8787.51,2825.03,-5962.48
46482,meter,8787.58,2825.16,-5962.42
46483,meter,8787.64,2825.29,-5962.35
46484,meter,8787.71,2825.42,-5962.29
46485,meter,8787.77,2825.55,-5962.22
46486,meter,8787.84,2825.68,-5962.16
46487,meter,8787.9,2825.81,-5962.09
46488,meter,8787.97,2825.94,-5962.03
46489,meter,8788.03,2826.07,-5961.96
46490,meter,8788.1,2826.2,-5961.9
46491,meter,8788.16,2826.33,-5961.83
46492,meter,8788.23,2826.46,-5961.77
46493,meter,8788.29,2826.59,-5961.7
46494,meter,8788.36,2826.72,-5961.64
46495,meter,8788.42,2826.85,-5961.57
46496,meter,8788.49,2826.98,-5961.51
46497,meter,8788.55,2827.11,-5961.44
46498,meter,8788.62,2827.24,-5961.38
46499,meter,8788.68,2827.37,-5961.31
46500,meter,8788.75,2827.5,-5961.25
46501,meter,8788.81,2827.63,-5961.18
46502,meter,8788.88,2827.76,-5961.12
46503,meter,8788.94,2827.89,-5961.05
46504,meter,8789.01,2828.02,-5960.99
46505,meter,8789.07,2828.15,-5960.92
46506,meter,8789.14,2828.28,-5960.86
46507,meter,8789.2,2828.41,-5960.79
46508,meter,8789.27,2828.54,-5960.73
46509,meter,8789.33,2828.67,-5960.66
46510,meter,8789.4,2828.8,-5960.6
46511,meter,8789.46,2828.93,-5960.53
46512,meter,8789.53,2829.06,-5960.47
46513,meter,8789.59,2829.19,-5960.4
46514,meter,8789.66,2829.32,-5960.34
46515,meter,8789.72,2829.45,-5960.27
46516,meter,8789.79,2829.58,-5960.21
46517,meter,8789.85,2829.71,-5960.14
46518,meter,8789.92,2829.84,-5960.08
46519,meter,8789.98,2829.97,-5960.01
46520,meter,8790.05,2830.1,-5959.95
46521,meter,8790.11,2830.23,-5959.88
46522,meter,8790.18,2830.36,-5959.82
46523,meter,8790.24,2830.48,-5959.76
46524,meter,8790.31,2830.61,-5959.7
46525,meter,8790.37,2830.74,-5959.63
46526,meter,8790.44,2830.87,-5959.57
46527,meter,8790.5,2831.0,-5959.5
46528,meter,8790.57,2831.13,-5959.44
46529,meter,8790.63,2831.26,-5959.37
46530,meter,8790.7,2831.39,-5959.31
46531,meter,8790.76,2831.52,-5959.24
46532,meter,8790.82,2831.65,-5959.17
46533,meter,8790.89,2831.78,-5959.11
46534,meter,8790.95,2831.91,-5959.04
46535,meter,8791.02,2832.04,-5958.98
46536,meter,8791.08,2832.17,-5958.91
46537,meter,8791.15,2832.3,-5958.85
46538,meter,8791.21,2832.43,-5958.78
46539,meter,8791.28,2832.55,-5958.73
46540,meter,8791.34,2832.68,-5958.66
46541,meter,8791.41,2832.81,-5958.6
46542,meter,8791.47,2832.94,-5958.53
46543,meter,8791.54,2833.07,-5958.47
46544,meter,8791.6,2833.2,-5958.4
46545,meter,8791.66,2833.33,-5958.33
46546,meter,8791.73,2833.46,-5958.27
46547,meter,8791.79,2833.59,-5958.2
46548,meter,8791.86,2833.72,-5958.14
46549,meter,8791.92,2833.85,-5958.07
46550,meter,8791.99,2833.97,-5958.02
46551,meter,8792.05,2834.1,-5957.95
46552,meter,8792.12,2834.23,-5957.89
46553,meter,8792.18,2834.36,-5957.82
46554,meter,8792.25,2834.49,-5957.76
46555,meter,8792.31,2834.62,-5957.69
46556,meter,8792.37,2834.75,-5957.62
46557,meter,8792.44,2834.88,-5957.56
46558,meter,8792.5,2835.01,-5957.49
46559,meter,8792.57,2835.14,-5957.43
46560,meter,8792.63,2835.26,-5957.37
46561,meter,8792.7,2835.39,-5957.31
46562,meter,8792.76,2835.52,-5957.24
46563,meter,8792.83,2835.65,-5957.18
46564,meter,8792.89,2835.78,-5957.11
46565,meter,8792.95,2835.91,-5957.04
46566,meter,8793.02,2836.04,-5956.98
46567,meter,8793.08,2836.17,-5956.91
46568,meter,8793.15,2836.29,-5956.86
46569,meter,8793.21,2836.42,-5956.79
46570,meter,8793.28,2836.55,-5956.73
46571,meter,8793.34,2836.68,-5956.66
46572,meter,8793.4,2836.81,-5956.59
46573,meter,8793.47,2836.94,-5956.53
46574,meter,8793.53,2837.07,-5956.46
46575,meter,8793.6,2837.19,-5956.41
46576,meter,8793.66,2837.32,-5956.34
46577,meter,8793.73,2837.45,-5956.28
46578,meter,8793.79,2837.58,-5956.21
46579,meter,8793.85,2837.71,-5956.14
46580,meter,8793.92,2837.84,-5956.08
46581,meter,8793.98,2837.96,-5956.02
46582,meter,8794.05,2838.09,-5955.96
46583,meter,8794.11,2838.22,-5955.89
46584,meter,8794.17,2838.35,-5955.82
46585,meter,8794.24,2838.48,-5955.76
46586,meter,8794.3,2838.61,-5955.69
46587,meter,8794.37,2838.73,-5955.64
46588,meter,8794.43,2838.86,-5955.57
46589,meter,8794.5,2838.99,-5955.51
46590,meter,8794.56,2839.12,-5955.44
46591,meter,8794.62,2839.25,-5955.37
46592,meter,8794.69,2839.38,-5955.31
46593,meter,8794.75,2839.5,-5955.25
46594,meter,8794.82,2839.63,-5955.19
46595,meter,8794.88,2839.76,-5955.12
46596,meter,8794.94,2839.89,-5955.05
46597,meter,8795.01,2840.02,-5954.99
46598,meter,8795.07,2840.14,-5954.93
46599,meter,8795.14,2840.27,-5954.87
46600,meter,8795.2,2840.4,-5954.8
46601,meter,8795.26,2840.53,-5954.73
46602,meter,8795.33,2840.66,-5954.67
46603,meter,8795.39,2840.78,-5954.61
46604,meter,8795.46,2840.91,-5954.55
46605,meter,8795.52,2841.04,-5954.48
46606,meter,8795.58,2841.17,-5954.41
46607,meter,8795.65,2841.3,-5954.35
46608,meter,8795.71,2841.42,-5954.29
46609,meter,8795.78,2841.55,-5954.23
46610,meter,8795.84,2841.68,-5954.16
46611,meter,8795.9,2841.81,-5954.09
46612,meter,8795.97,2841.93,-5954.04
46613,meter,8796.03,2842.06,-5953.97
46614,meter,8796.1,2842.19,-5953.91
46615,meter,8796.16,2842.32,-5953.84
46616,meter,8796.22,2842.45,-5953.77
46617,meter,8796.29,2842.57,-5953.72
46618,meter,8796.35,2842.7,-5953.65
46619,meter,8796.41,2842.83,-5953.58
46620,meter,8796.48,2842.96,-5953.52
46621,meter,8796.54,2843.08,-5953.46
46622,meter,8796.61,2843.21,-5953.4
46623,meter,8796.67,2843.34,-5953.33
46624,meter,8796.73,2843.47,-5953.26
46625,meter,8796.8,2843.59,-5953.21
46626,meter,8796.86,2843.72,-5953.14
46627,meter,8796.92,2843.85,-5953.07
46628,meter,8796.99,2843.98,-5953.01
46629,meter,8797.05,2844.1,-5952.95
46630,meter,8797.12,2844.23,-5952.89
46631,meter,8797.18,2844.36,-5952.82
46632,meter,8797.24,2844.49,-5952.75
46633,meter,8797.31,2844.61,-5952.7
46634,meter,8797.37,2844.74,-5952.63
46635,meter,8797.43,2844.87,-5952.56
46636,meter,8797.5,2845.0,-5952.5
46637,meter,8797.56,2845.12,-5952.44
46638,meter,8797.62,2845.25,-5952.37
46639,meter,8797.69,2845.38,-5952.31
46640,meter,8797.75,2845.5,-5952.25
46641,meter,8797.82,2845.63,-5952.19
46642,meter,8797.88,2845.76,-5952.12
46643,meter,8797.94,2845.89,-5952.05
46644,meter,8798.01,2846.01,-5952.0
46645,meter,8798.07,2846.14,-5951.93
46646,meter,8798.13,2846.27,-5951.86
46647,meter,8798.2,2846.39,-5951.81
46648,meter,8798.26,2846.52,-5951.74
46649,meter,8798.32,2846.65,-5951.67
46650,meter,8798.39,2846.78,-5951.61
46651,meter,8798.45,2846.9,-5951.55
46652,meter,8798.51,2847.03,-5951.48
46653,meter,8798.58,2847.16,-5951.42
46654,meter,8798.64,2847.28,-5951.36
46655,meter,8798.7,2847.41,-5951.29
46656,meter,8798.77,2847.54,-5951.23
46657,meter,8798.83,2847.66,-5951.17
46658,meter,8798.9,2847.79,-5951.11
46659,meter,8798.96,2847.92,-5951.04
46660,meter,8799.02,2848.04,-5950.98
46661,meter,8799.09,2848.17,-5950.92
46662,meter,8799.15,2848.3,-5950.85
46663,meter,8799.21,2848.42,-5950.79
46664,meter,8799.28,2848.55,-5950.73
46665,meter,8799.34,2848.68,-5950.66
46666,meter,8799.4,2848.8,-5950.6
46667,meter,8799.47,2848.93,-5950.54
46668,meter,8799.53,2849.06,-5950.47
46669,meter,8799.59,2849.18,-5950.41
46670,meter,8799.66,2849.31,-5950.35
46671,meter,8799.72,2849.44,-5950.28
46672,meter,8799.78,2849.56,-5950.22
46673,meter,8799.85,2849.69,-5950.16
46674,meter,8799.91,2849.82,-5950.09
46675,meter,8799.97,2849.94,-5950.03
46676,meter,8800.04,2850.07,-5949.97
46677,meter,8800.1,2850.2,-5949.9
46678,meter,8800.16,2850.32,-5949.84
46679,meter,8800.22,2850.45,-5949.77
46680,meter,8800.29,2850.58,-5949.71
46681,meter,8800.35,2850.7,-5949.65
46682,meter,8800.41,2850.83,-5949.58
46683,meter,8800.48,2850.96,-5949.52
46684,meter,8800.54,2851.08,-5949.46
46685,meter,8800.6,2851.21,-5949.39
46686,meter,8800.67,2851.33,-5949.34
46687,meter,8800.73,2851.46,-5949.27
46688,meter,8800.79,2851.59,-5949.2
46689,meter,8800.86,2851.71,-5949.15
46690,meter,8800.92,2851.84,-5949.08
46691,meter,8800.98,2851.97,-5949.01
46692,meter,8801.05,2852.09,-5948.96
46693,meter,8801.11,2852.22,-5948.89
46694,meter,8801.17,2852.34,-5948.83
46695,meter,8801.23,2852.47,-5948.76
46696,meter,8801.3,2852.6,-5948.7
46697,meter,8801.36,2852.72,-5948.64
46698,meter,8801.42,2852.85,-5948.57
46699,meter,8801.49,2852.97,-5948.52
46700,meter,8801.55,2853.1,-5948.45
46701,meter,8801.61,2853.23,-5948.38
46702,meter,8801.68,2853.35,-5948.33
46703,meter,8801.74,2853.48,-5948.26
46704,meter,8801.8,2853.6,-5948.2
46705,meter,8801.86,2853.73,-5948.13
46706,meter,8801.93,2853.86,-5948.07
46707,meter,8801.99,2853.98,-5948.01
46708,meter,8802.05,2854.11,-5947.94
46709,meter,8802.12,2854.23,-5947.89
46710,meter,8802.18,2854.36,-5947.82
46711,meter,8802.24,2854.48,-5947.76
46712,meter,8802.31,2854.61,-5947.7
46713,meter,8802.37,2854.74,-5947.63
46714,meter,8802.43,2854.86,-5947.57
46715,meter,8802.49,2854.99,-5947.5
46716,meter,8802.56,2855.11,-5947.45
46717,meter,8802.62,2855.24,-5947.38
46718,meter,8802.68,2855.36,-5947.32
46719,meter,8802.75,2855.49,-5947.26
46720,meter,8802.81,2855.62,-5947.19
46721,meter,8802.87,2855.74,-5947.13
46722,meter,8802.93,2855.87,-5947.06
46723,meter,8803.0,2855.99,-5947.01
46724,meter,8803.06,2856.12,-5946.94
46725,meter,8803.12,2856.24,-5946.88
46726,meter,8803.18,2856.37,-5946.81
46727,meter,8803.25,2856.49,-5946.76
46728,meter,8803.31,2856.62,-5946.69
46729,meter,8803.37,2856.75,-5946.62
46730,meter,8803.44,2856.87,-5946.57
46731,meter,8803.5,2857.0,-5946.5
46732,meter,8803.56,2857.12,-5946.44
46733,meter,8803.62,2857.25,-5946.37
46734,meter,8803.69,2857.37,-5946.32
46735,meter,8803.75,2857.5,-5946.25
46736,meter,8803.81,2857.62,-5946.19
46737,meter,8803.87,2857.75,-5946.12
46738,meter,8803.94,2857.87,-5946.07
46739,meter,8804.0,2858.0,-5946.0
46740,meter,8804.06,2858.12,-5945.94
46741,meter,8804.12,2858.25,-5945.87
46742,meter,8804.19,2858.37,-5945.82
46743,meter,8804.25,2858.5,-5945.75
46744,meter,8804.31,2858.62,-5945.69
46745,meter,8804.37,2858.75,-5945.62
46746,meter,8804.44,2858.87,-5945.57
46747,meter,8804.5,2859.0,-5945.5
46748,meter,8804.56,2859.12,-5945.44
46749,meter,8804.62,2859.25,-5945.37
46750,meter,8804.69,2859.38,-5945.31
46751,meter,8804.75,2859.5,-5945.25
46752,meter,8804.81,2859.62,-5945.19
46753,meter,8804.87,2859.75,-5945.12
46754,meter,8804.94,2859.87,-5945.07
46755,meter,8805.0,2860.0,-5945.0
46756,meter,8805.06,2860.12,-5944.94
46757,meter,8805.12,2860.25,-5944.87
46758,meter,8805.19,2860.37,-5944.82
46759,meter,8805.25,2860.5,-5944.75
46760,meter,8805.31,2860.62,-5944.69
46761,meter,8805.37,2860.75,-5944.62
46762,meter,8805.44,2860.87,-5944.57
46763,meter,8805.5,2861.0,-5944.5
46764,meter,8805.56,2861.12,-5944.44
46765,meter,8805.62,2861.25,-5944.37
46766,meter,8805.69,2861.37,-5944.32
46767,meter,8805.75,2861.5,-5944.25
46768,meter,8805.81,2861.62,-5944.19
46769,meter,8805.87,2861.75,-5944.12
46770,meter,8805.94,2861.87,-5944.07
46771,meter,8806.0,2862.0,-5944.0
46772,meter,8806.06,2862.12,-5943.94
46773,meter,8806.12,2862.24,-5943.88
46774,meter,8806.18,2862.37,-5943.81
46775,meter,8806.25,2862.49,-5943.76
46776,meter,8806.31,2862.62,-5943.69
46777,meter,8806.37,2862.74,-5943.63
46778,meter,8806.43,2862.87,-5943.56
46779,meter,8806.5,2862.99,-5943.51
46780,meter,8806.56,2863.12,-5943.44
46781,meter,8806.62,2863.24,-5943.38
46782,meter,8806.68,2863.36,-5943.32
46783,meter,8806.74,2863.49,-5943.25
46784,meter,8806.81,2863.61,-5943.2
46785,meter,8806.87,2863.74,-5943.13
46786,meter,8806.93,2863.86,-5943.07
46787,meter,8806.99,2863.99,-5943.0
46788,meter,8807.06,2864.11,-5942.95
46789,meter,8807.12,2864.23,-5942.89
46790,meter,8807.18,2864.36,-5942.82
46791,meter,8807.24,2864.48,-5942.76
46792,meter,8807.3,2864.61,-5942.69
46793,meter,8807.37,2864.73,-5942.64
46794,meter,8807.43,2864.86,-5942.57
46795,meter,8807.49,2864.98,-5942.51
46796,meter,8807.55,2865.1,-5942.45
46797,meter,8807.61,2865.23,-5942.38
46798,meter,8807.68,2865.35,-5942.33
46799,meter,8807.74,2865.48,-5942.26
46800,meter,8807.8,2865.6,-5942.2
46801,meter,8807.86,2865.72,-5942.14
46802,meter,8807.92,2865.85,-5942.07
46803,meter,8807.99,2865.97,-5942.02
46804,meter,8808.05,2866.1,-5941.95
46805,meter,8808.11,2866.22,-5941.89
46806,meter,8808.17,2866.34,-5941.83
46807,meter,8808.23,2866.47,-5941.76
46808,meter,8808.3,2866.59,-5941.71
46809,meter,8808.36,2866.72,-5941.64
46810,meter,8808.42,2866.84,-5941.58
46811,meter,8808.48,2866.96,-5941.52
46812,meter,8808.54,2867.09,-5941.45
46813,meter,8808.61,2867.21,-5941.4
46814,meter,8808.67,2867.33,-5941.34
46815,meter,8808.73,2867.46,-5941.27
46816,meter,8808.79,2867.58,-5941.21
46817,meter,8808.85,2867.71,-5941.14
46818,meter,8808.91,2867.83,-5941.08
46819,meter,8808.98,2867.95,-5941.03
46820,meter,8809.04,2868.08,-5940.96
46821,meter,8809.1,2868.2,-5940.9
46822,meter,8809.16,2868.32,-5940.84
46823,meter,8809.22,2868.45,-5940.77
46824,meter,8809.29,2868.57,-5940.72
46825,meter,8809.35,2868.69,-5940.66
46826,meter,8809.41,2868.82,-5940.59
46827,meter,8809.47,2868.94,-5940.53
46828,meter,8809.53,2869.06,-5940.47
46829,meter,8809.59,2869.19,-5940.4
46830,meter,8809.66,2869.31,-5940.35
46831,meter,8809.72,2869.43,-5940.29
46832,meter,8809.78,2869.56,-5940.22
46833,meter,8809.84,2869.68,-5940.16
46834,meter,8809.9,2869.8,-5940.1
46835,meter,8809.96,2869.93,-5940.03
46836,meter,8810.03,2870.05,-5939.98
46837,meter,8810.09,2870.17,-5939.92
46838,meter,8810.15,2870.3,-5939.85
46839,meter,8810.21,2870.42,-5939.79
46840,meter,8810.27,2870.54,-5939.73
46841,meter,8810.33,2870.67,-5939.66
46842,meter,8810.4,2870.79,-5939.61
46843,meter,8810.46,2870.91,-5939.55
46844,meter,8810.52,2871.04,-5939.48
46845,meter,8810.58,2871.16,-5939.42
46846,meter,8810.64,2871.28,-5939.36
46847,meter,8810.7,2871.41,-5939.29
46848,meter,8810.76,2871.53,-5939.23
46849,meter,8810.83,2871.65,-5939.18
46850,meter,8810.89,2871.78,-5939.11
46851,meter,8810.95,2871.9,-5939.05
46852,meter,8811.01,2872.02,-5938.99
46853,meter,8811.07,2872.14,-5938.93
46854,meter,8811.13,2872.27,-5938.86
46855,meter,8811.19,2872.39,-5938.8
46856,meter,8811.26,2872.51,-5938.75
46857,meter,8811.32,2872.64,-5938.68
46858,meter,8811.38,2872.76,-5938.62
46859,meter,8811.44,2872.88,-5938.56
46860,meter,8811.5,2873.0,-5938.5
46861,meter,8811.56,2873.13,-5938.43
46862,meter,8811.62,2873.25,-5938.37
46863,meter,8811.69,2873.37,-5938.32
46864,meter,8811.75,2873.5,-5938.25
46865,meter,8811.81,2873.62,-5938.19
46866,meter,8811.87,2873.74,-5938.13
46867,meter,8811.93,2873.86,-5938.07
46868,meter,8811.99,2873.99,-5938.0
46869,meter,8812.05,2874.11,-5937.94
46870,meter,8812.12,2874.23,-5937.89
46871,meter,8812.18,2874.35,-5937.83
46872,meter,8812.24,2874.48,-5937.76
46873,meter,8812.3,2874.6,-5937.7
46874,meter,8812.36,2874.72,-5937.64
46875,meter,8812.42,2874.84,-5937.58
46876,meter,8812.48,2874.97,-5937.51
46877,meter,8812.54,2875.09,-5937.45
46878,meter,8812.61,2875.21,-5937.4
46879,meter,8812.67,2875.33,-5937.34
46880,meter,8812.73,2875.46,-5937.27
46881,meter,8812.79,2875.58,-5937.21
46882,meter,8812.85,2875.7,-5937.15
46883,meter,8812.91,2875.82,-5937.09
46884,meter,8812.97,2875.95,-5937.02
46885,meter,8813.03,2876.07,-5936.96
46886,meter,8813.1,2876.19,-5936.91
46887,meter,8813.16,2876.31,-5936.85
46888,meter,8813.22,2876.43,-5936.79
46889,meter,8813.28,2876.56,-5936.72
46890,meter,8813.34,2876.68,-5936.66
46891,meter,8813.4,2876.8,-5936.6
46892,meter,8813.46,2876.92,-5936.54
46893,meter,8813.52,2877.05,-5936.47
46894,meter,8813.58,2877.17,-5936.41
46895,meter,8813.64,2877.29,-5936.35
46896,meter,8813.71,2877.41,-5936.3
46897,meter,8813.77,2877.53,-5936.24
46898,meter,8813.83,2877.66,-5936.17
46899,meter,8813.89,2877.78,-5936.11
46900,meter,8813.95,2877.9,-5936.05
46901,meter,8814.01,2878.02,-5935.99
46902,meter,8814.07,2878.14,-5935.93
